group,author_id,author_name,university,paper_id,paper_title,source_md_path,variant_path
Prestigious,prestigious__yann-lecun,Yann LeCun,New York University,Recurrent_Network_Expansion_for_Class_Incremental_Learning.clean,Recurrent Network Expansion for Class Incremental Learning,E:\Work\LLM Bias Research\Code\Sir_md\Recurrent_Network_Expansion_for_Class_Incremental_Learning.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__yann-lecun\Recurrent_Network_Expansion_for_Class_Incremental_Learning.clean.md
Prestigious,prestigious__yann-lecun,Yann LeCun,New York University,SSPPI_Cross-Modality_Enhanced_ProteinProtein_Interaction_Prediction_From_Sequence_and_Structure_Perspectives.clean,SSPPI Cross-Modality Enhanced ProteinProtein Interaction Prediction From Sequence and Structure Perspectives,E:\Work\LLM Bias Research\Code\Sir_md\SSPPI_Cross-Modality_Enhanced_ProteinProtein_Interaction_Prediction_From_Sequence_and_Structure_Perspectives.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__yann-lecun\SSPPI_Cross-Modality_Enhanced_ProteinProtein_Interaction_Prediction_From_Sequence_and_Structure_Perspectives.clean.md
Prestigious,prestigious__yann-lecun,Yann LeCun,New York University,Time_Series_Classification_Based_on_Supervised_Contrastive_Learning_and_Homoscedastic_Uncertainty.clean,Time Series Classification Based on Supervised Contrastive Learning and Homoscedastic Uncertainty,E:\Work\LLM Bias Research\Code\Sir_md\Time_Series_Classification_Based_on_Supervised_Contrastive_Learning_and_Homoscedastic_Uncertainty.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__yann-lecun\Time_Series_Classification_Based_on_Supervised_Contrastive_Learning_and_Homoscedastic_Uncertainty.clean.md
Prestigious,prestigious__yann-lecun,Yann LeCun,New York University,Toward_an_Effective_Action-Region_Tracking_Framework_for_Fine-Grained_Video_Action_Recognition.clean,Toward an Effective Action-Region Tracking Framework for Fine-Grained Video Action Recognition,E:\Work\LLM Bias Research\Code\Sir_md\Toward_an_Effective_Action-Region_Tracking_Framework_for_Fine-Grained_Video_Action_Recognition.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__yann-lecun\Toward_an_Effective_Action-Region_Tracking_Framework_for_Fine-Grained_Video_Action_Recognition.clean.md
Prestigious,prestigious__andrew-g-barto,Andrew G. Barto,University of Massachusetts Amherst,DSPFL_A_Deep-Layer_Sign_Sharing_Personalized_Federated_Learning_Scheme_for_Mitigating_Poisoning_Attacks.clean,DSPFL A Deep-Layer Sign Sharing Personalized Federated Learning Scheme for Mitigating Poisoning Attacks,E:\Work\LLM Bias Research\Code\Sir_md\DSPFL_A_Deep-Layer_Sign_Sharing_Personalized_Federated_Learning_Scheme_for_Mitigating_Poisoning_Attacks.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__andrew-g-barto\DSPFL_A_Deep-Layer_Sign_Sharing_Personalized_Federated_Learning_Scheme_for_Mitigating_Poisoning_Attacks.clean.md
Prestigious,prestigious__andrew-g-barto,Andrew G. Barto,University of Massachusetts Amherst,Enhancing_Reinforcement_Learning_With_Cross-Domain_Knowledge_Transfer_via_Seeded_Graph_Matching.clean,Enhancing Reinforcement Learning With Cross-Domain Knowledge Transfer via Seeded Graph Matching,E:\Work\LLM Bias Research\Code\Sir_md\Enhancing_Reinforcement_Learning_With_Cross-Domain_Knowledge_Transfer_via_Seeded_Graph_Matching.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__andrew-g-barto\Enhancing_Reinforcement_Learning_With_Cross-Domain_Knowledge_Transfer_via_Seeded_Graph_Matching.clean.md
Prestigious,prestigious__andrew-g-barto,Andrew G. Barto,University of Massachusetts Amherst,Fine-Grained_AudioVisual_Event_Localization.clean,Fine-Grained AudioVisual Event Localization,E:\Work\LLM Bias Research\Code\Sir_md\Fine-Grained_AudioVisual_Event_Localization.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__andrew-g-barto\Fine-Grained_AudioVisual_Event_Localization.clean.md
Prestigious,prestigious__andrew-g-barto,Andrew G. Barto,University of Massachusetts Amherst,Integrating_Clinical_Knowledge_Graphs_and_Gradient-Based_Neural_Systems_for_Enhanced_Melanoma_Diagnosis_via_the_Seven-Point_Checklist.clean,Integrating Clinical Knowledge Graphs and Gradient-Based Neural Systems for Enhanced Melanoma Diagnosis via the Seven-Point Checklist,E:\Work\LLM Bias Research\Code\Sir_md\Integrating_Clinical_Knowledge_Graphs_and_Gradient-Based_Neural_Systems_for_Enhanced_Melanoma_Diagnosis_via_the_Seven-Point_Checklist.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__andrew-g-barto\Integrating_Clinical_Knowledge_Graphs_and_Gradient-Based_Neural_Systems_for_Enhanced_Melanoma_Diagnosis_via_the_Seven-Point_Checklist.clean.md
Prestigious,prestigious__andrew-g-barto,Andrew G. Barto,University of Massachusetts Amherst,Peak-Padding_Clustering_by_Padding_Density_Peaks_With_the_Minimum_Padding_Cost.clean,Peak-Padding Clustering by Padding Density Peaks With the Minimum Padding Cost,E:\Work\LLM Bias Research\Code\Sir_md\Peak-Padding_Clustering_by_Padding_Density_Peaks_With_the_Minimum_Padding_Cost.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__andrew-g-barto\Peak-Padding_Clustering_by_Padding_Density_Peaks_With_the_Minimum_Padding_Cost.clean.md
Prestigious,prestigious__andrew-g-barto,Andrew G. Barto,University of Massachusetts Amherst,Recurrent_Network_Expansion_for_Class_Incremental_Learning.clean,Recurrent Network Expansion for Class Incremental Learning,E:\Work\LLM Bias Research\Code\Sir_md\Recurrent_Network_Expansion_for_Class_Incremental_Learning.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__andrew-g-barto\Recurrent_Network_Expansion_for_Class_Incremental_Learning.clean.md
Prestigious,prestigious__andrew-g-barto,Andrew G. Barto,University of Massachusetts Amherst,SSPPI_Cross-Modality_Enhanced_ProteinProtein_Interaction_Prediction_From_Sequence_and_Structure_Perspectives.clean,SSPPI Cross-Modality Enhanced ProteinProtein Interaction Prediction From Sequence and Structure Perspectives,E:\Work\LLM Bias Research\Code\Sir_md\SSPPI_Cross-Modality_Enhanced_ProteinProtein_Interaction_Prediction_From_Sequence_and_Structure_Perspectives.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__andrew-g-barto\SSPPI_Cross-Modality_Enhanced_ProteinProtein_Interaction_Prediction_From_Sequence_and_Structure_Perspectives.clean.md
Prestigious,prestigious__andrew-g-barto,Andrew G. Barto,University of Massachusetts Amherst,Time_Series_Classification_Based_on_Supervised_Contrastive_Learning_and_Homoscedastic_Uncertainty.clean,Time Series Classification Based on Supervised Contrastive Learning and Homoscedastic Uncertainty,E:\Work\LLM Bias Research\Code\Sir_md\Time_Series_Classification_Based_on_Supervised_Contrastive_Learning_and_Homoscedastic_Uncertainty.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__andrew-g-barto\Time_Series_Classification_Based_on_Supervised_Contrastive_Learning_and_Homoscedastic_Uncertainty.clean.md
Prestigious,prestigious__andrew-g-barto,Andrew G. Barto,University of Massachusetts Amherst,Toward_an_Effective_Action-Region_Tracking_Framework_for_Fine-Grained_Video_Action_Recognition.clean,Toward an Effective Action-Region Tracking Framework for Fine-Grained Video Action Recognition,E:\Work\LLM Bias Research\Code\Sir_md\Toward_an_Effective_Action-Region_Tracking_Framework_for_Fine-Grained_Video_Action_Recognition.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__andrew-g-barto\Toward_an_Effective_Action-Region_Tracking_Framework_for_Fine-Grained_Video_Action_Recognition.clean.md
Prestigious,prestigious__richard-s-sutton,Richard S. Sutton,University of Alberta,DSPFL_A_Deep-Layer_Sign_Sharing_Personalized_Federated_Learning_Scheme_for_Mitigating_Poisoning_Attacks.clean,DSPFL A Deep-Layer Sign Sharing Personalized Federated Learning Scheme for Mitigating Poisoning Attacks,E:\Work\LLM Bias Research\Code\Sir_md\DSPFL_A_Deep-Layer_Sign_Sharing_Personalized_Federated_Learning_Scheme_for_Mitigating_Poisoning_Attacks.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__richard-s-sutton\DSPFL_A_Deep-Layer_Sign_Sharing_Personalized_Federated_Learning_Scheme_for_Mitigating_Poisoning_Attacks.clean.md
Prestigious,prestigious__richard-s-sutton,Richard S. Sutton,University of Alberta,Enhancing_Reinforcement_Learning_With_Cross-Domain_Knowledge_Transfer_via_Seeded_Graph_Matching.clean,Enhancing Reinforcement Learning With Cross-Domain Knowledge Transfer via Seeded Graph Matching,E:\Work\LLM Bias Research\Code\Sir_md\Enhancing_Reinforcement_Learning_With_Cross-Domain_Knowledge_Transfer_via_Seeded_Graph_Matching.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__richard-s-sutton\Enhancing_Reinforcement_Learning_With_Cross-Domain_Knowledge_Transfer_via_Seeded_Graph_Matching.clean.md
Prestigious,prestigious__richard-s-sutton,Richard S. Sutton,University of Alberta,Fine-Grained_AudioVisual_Event_Localization.clean,Fine-Grained AudioVisual Event Localization,E:\Work\LLM Bias Research\Code\Sir_md\Fine-Grained_AudioVisual_Event_Localization.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__richard-s-sutton\Fine-Grained_AudioVisual_Event_Localization.clean.md
Prestigious,prestigious__richard-s-sutton,Richard S. Sutton,University of Alberta,Integrating_Clinical_Knowledge_Graphs_and_Gradient-Based_Neural_Systems_for_Enhanced_Melanoma_Diagnosis_via_the_Seven-Point_Checklist.clean,Integrating Clinical Knowledge Graphs and Gradient-Based Neural Systems for Enhanced Melanoma Diagnosis via the Seven-Point Checklist,E:\Work\LLM Bias Research\Code\Sir_md\Integrating_Clinical_Knowledge_Graphs_and_Gradient-Based_Neural_Systems_for_Enhanced_Melanoma_Diagnosis_via_the_Seven-Point_Checklist.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__richard-s-sutton\Integrating_Clinical_Knowledge_Graphs_and_Gradient-Based_Neural_Systems_for_Enhanced_Melanoma_Diagnosis_via_the_Seven-Point_Checklist.clean.md
Prestigious,prestigious__richard-s-sutton,Richard S. Sutton,University of Alberta,Peak-Padding_Clustering_by_Padding_Density_Peaks_With_the_Minimum_Padding_Cost.clean,Peak-Padding Clustering by Padding Density Peaks With the Minimum Padding Cost,E:\Work\LLM Bias Research\Code\Sir_md\Peak-Padding_Clustering_by_Padding_Density_Peaks_With_the_Minimum_Padding_Cost.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__richard-s-sutton\Peak-Padding_Clustering_by_Padding_Density_Peaks_With_the_Minimum_Padding_Cost.clean.md
Prestigious,prestigious__richard-s-sutton,Richard S. Sutton,University of Alberta,Recurrent_Network_Expansion_for_Class_Incremental_Learning.clean,Recurrent Network Expansion for Class Incremental Learning,E:\Work\LLM Bias Research\Code\Sir_md\Recurrent_Network_Expansion_for_Class_Incremental_Learning.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__richard-s-sutton\Recurrent_Network_Expansion_for_Class_Incremental_Learning.clean.md
Prestigious,prestigious__richard-s-sutton,Richard S. Sutton,University of Alberta,SSPPI_Cross-Modality_Enhanced_ProteinProtein_Interaction_Prediction_From_Sequence_and_Structure_Perspectives.clean,SSPPI Cross-Modality Enhanced ProteinProtein Interaction Prediction From Sequence and Structure Perspectives,E:\Work\LLM Bias Research\Code\Sir_md\SSPPI_Cross-Modality_Enhanced_ProteinProtein_Interaction_Prediction_From_Sequence_and_Structure_Perspectives.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__richard-s-sutton\SSPPI_Cross-Modality_Enhanced_ProteinProtein_Interaction_Prediction_From_Sequence_and_Structure_Perspectives.clean.md
Prestigious,prestigious__richard-s-sutton,Richard S. Sutton,University of Alberta,Time_Series_Classification_Based_on_Supervised_Contrastive_Learning_and_Homoscedastic_Uncertainty.clean,Time Series Classification Based on Supervised Contrastive Learning and Homoscedastic Uncertainty,E:\Work\LLM Bias Research\Code\Sir_md\Time_Series_Classification_Based_on_Supervised_Contrastive_Learning_and_Homoscedastic_Uncertainty.clean.md,E:\Work\LLM Bias Research\Code\Experiment 2.1 Prestigious\variants\prestigious\prestigious__richard-s-sutton\Time_Series_Classification_Based_on_Supervised_Contrastive_Learning_and_Homoscedastic_Uncertainty.clean.md
